Name,WD17NM_x,HPrice,medIncome,Tquantity,CrimRate,FareZone,Perof65years,drivingTime,PTransportTime,TPopulation,AreaKm2,PeoplePerkm2,Av GCSE 2013,GrnSpacem2T,Cemissions,TTprimaryS,TTsecodS,TTGP,TTHosp,TTfoodSt,pcds
Lewisham 014D,Ladywell,565000,41220,15,56,3,11.8,38,44,1913,0.46,4137,456,250.4,100,10,6,7,15,7,SE13 7HY
Lewisham 011B,Ladywell,535000,41660,21,69,2,7.9,36,44,1712,0.14,11972,534,0.1,98,10,13,8,10,6,SE4 1XY
Lewisham 011C,Ladywell,401500,40310,16,94,2,12.8,33,39,2000,0.15,13298,398,9.4,107,10,12,6,10,5,SE13 7DA
Lewisham 011D,Ladywell,576250,42410,14,43,3,13.2,36,41,1611,0.18,9061,468,27.1,97,11,10,10,14,9,SE13 7AE
Lewisham 016A,Lee Green,485000,39010,17,67,3,13.7,41,51,1765,0.2,8874,487,30.9,103,7,12,10,16,7,SE12 0JJ
Lewisham 016B,Lee Green,606250,43590,22,47,3,14.5,42,53,1609,0.35,4638,537,62.8,93,6,12,10,13,6,SE12 0TU
Lewisham 013A,Lee Green,480000,40940,21,68,3,13.1,37,45,2633,0.22,12184,461,20.2,97,9,10,8,13,6,SE13 5HX
Lewisham 013B,Lee Green,736250,45890,22,48,3,14.4,38,45,2357,0.23,10086,506,34,94,6,8,8,17,6,SE12 8LN
Lewisham 013C,Lee Green,462000,42740,18,50,3,13,39,47,1946,0.16,12140,521,9.9,94,8,10,7,17,6,SE13 5NF
Lewisham 016C,Lee Green,375000,43540,21,72,3,13.2,40,50,1702,0.22,7743,517,13.7,98,6,12,6,17,5,SE12 8AA
Lewisham 013D,Lee Green,460000,37110,10,122,3,17.4,40,48,1720,0.19,9043,459,27.1,99,8,7,10,14,6,SE12 8NB
Lewisham 016D,Lee Green,593000,45710,43,52,3,13.7,41,51,2029,0.24,8350,475,20.8,91,5,15,8,16,8,SE12 8LH
Lewisham 012A,Lewisham Central,345000,33550,21,82,3,18.4,34,37,1957,0.17,11478,455,18,100,7,10,9,11,5,SE13 5PR
Lewisham 012C,Lewisham Central,387500,34020,18,84,3,7.6,39,44,1742,0.14,12089,359,20.8,103,6,11,5,10,6,SE13 6DS
Lewisham 012D,Lewisham Central,353500,31290,12,211,3,10.2,38,41,1439,0.28,5094,458,111.3,102,5,10,6,6,8,SE13 6NT
Lewisham 017A,Lewisham Central,525000,40110,33,67,3,9.6,42,44,1562,0.13,11736,454,9.4,99,5,15,8,23,5,SE13 6RY
Lewisham 017B,Lewisham Central,402500,37090,28,69,3,8.3,41,46,1514,0.11,13627,391,0.4,102,8,13,10,20,7,SE13 6RG
Lewisham 017D,Lewisham Central,433750,37500,20,69,3,9.6,44,46,1647,0.18,9074,424,13.4,103,8,15,8,19,8,SE13 6SX
Lewisham 012E,Lewisham Central,410000,36460,35,254,3,9.6,32,34,3257,0.36,8965,422,69.6,117,9,9,8,9,6,SE13 7FB
Lewisham 003A,New Cross,236750,32220,18,98,2,2,25,42,1551,0.37,4162,389,109,100,10,11,10,19,9,SE14 5RU
Lewisham 039A,New Cross,298998,31930,4,47,2,5.8,25,44,1277,0.14,9328,503,42.1,100,10,15,10,21,9,SE14 6JB
Lewisham 003B,New Cross,610000,34360,4,92,2,6.3,25,38,1677,0.15,11091,387,6.3,115,5,12,5,14,5,SE14 5YF
Lewisham 039B,New Cross,467500,31810,10,67,2,7.6,28,40,1387,0.12,11724,347,19.2,105,10,15,10,17,11,SE16 1US
Lewisham 003C,New Cross,358000,35510,16,70,2,5.8,26,44,2312,0.22,10748,489,24.7,99,6,13,6,16,7,SE14 5RB
Lewisham 003D,New Cross,355000,31810,12,65,2,8.5,24,40,1835,0.13,14575,373,25.3,106,10,10,10,20,7,SE15 1EY
Lewisham 039C,New Cross,321000,32170,8,309,2,8,28,35,1614,0.22,7303,478,56.8,119,5,6,5,12,6,SE14 6AQ
Lewisham 039D,New Cross,358000,31540,22,193,2,7.4,28,38,2046,0.17,12021,309,29.9,111,6,7,7,12,5,SE14 6AJ
Lewisham 003E,New Cross,330000,33610,21,45,2,11.2,25,41,1459,0.11,12855,411,21.2,101,10,11,10,21,7,SE14 5DP
Lewisham 024A,Perry Vale,597500,40030,24,49,3,12.3,49,56,1542,0.14,10657,438,8.7,94,5,7,5,19,10,SE23 2EY
Lewisham 024B,Perry Vale,455000,40040,23,53,3,10.4,46,60,1930,0.16,12246,595,0.7,98,6,10,6,14,8,SE23 2AG
Lewisham 027A,Perry Vale,438750,34550,6,81,3,13.6,48,48,1547,0.16,9754,410,28.7,92,6,9,10,22,9,SE23 2NN
Lewisham 027B,Perry Vale,370000,36530,18,73,3,6.7,47,45,1727,0.16,10787,382,20.6,100,5,11,10,21,9,SE23 2UL
Lewisham 027C,Perry Vale,610000,40650,17,48,4,15.7,47,55,1591,0.19,8499,440,7,97,6,14,5,17,6,SE23 2TG
Lewisham 027D,Perry Vale,443656,39280,31,44,3,11.6,50,55,1801,0.2,9078,435,21.5,93,5,7,9,20,9,SE23 2XH
Lewisham 027E,Perry Vale,351250,35980,10,84,3,6.5,50,53,1641,0.23,6998,407,111.4,90,7,5,8,21,10,SE23 2XG
Lewisham 024C,Perry Vale,456250,42470,24,58,3,7.7,49,56,1643,0.16,10593,492,4.1,93,5,10,5,14,7,SE23 2SR
Lewisham 024D,Perry Vale,517000,40460,17,82,3,7.6,45,44,1368,0.14,9513,428,4.3,101,9,10,9,19,5,SE23 1BW
Lewisham 024E,Perry Vale,596750,41720,16,46,3,10,48,54,1514,0.14,10470,512,0.5,100,6,10,7,17,8,SE23 2EP
Lewisham 020A,Rushey Green,469000,36550,186,71,3,13.6,45,52,2033,0.4,5105,501,157.4,96,8,10,10,11,6,SE6 4XH
Lewisham 020B,Rushey Green,241250,34460,10,361,3,9.3,45,59,1872,0.35,5302,395,95.4,113,6,10,9,11,5,SE6 3AS
Lewisham 018A,Rushey Green,340000,35150,16,63,3,13.7,41,55,1868,0.13,14249,438,1.2,113,10,10,10,17,5,SE6 2EJ
Lewisham 018B,Rushey Green,371500,34270,12,96,3,6.8,43,54,1545,0.19,8271,397,80.1,97,10,11,10,19,5,SE6 2EX
Lewisham 020C,Rushey Green,390000,36140,23,79,3,11.4,45,60,2005,0.17,12042,462,7.8,105,5,11,10,13,8,SE6 4NH
Lewisham 020D,Rushey Green,461250,36860,18,84,3,9.4,40,46,1574,0.15,10635,448,26,98,7,10,5,10,5,SE13 7HP
Lewisham 018C,Rushey Green,412500,36440,30,72,3,9,40,48,1478,0.17,8715,359,54.3,95,9,14,9,17,8,SE13 6HH
Lewisham 020E,Rushey Green,431525,32960,16,146,3,8.5,41,52,1505,0.09,16131,532,8.8,109,6,10,5,10,5,SE6 4SA
Lewisham 018D,Rushey Green,362000,35680,15,77,3,9.3,42,51,1895,0.13,14142,474,3.3,106,9,11,9,15,7,SE6 2HX
Lewisham 035A,Sydenham,453750,38230,20,63,3,16.5,51,52,1676,0.14,12198,390,7.7,96,7,14,10,40,7,SE26 5DB
Lewisham 035B,Sydenham,475000,39160,19,85,3,12.8,51,48,1947,0.21,9461,498,13.3,97,10,14,6,25,5,SE26 5QE
Lewisham 035C,Sydenham,425000,38080,17,60,3,13.5,52,50,1777,0.19,9304,386,12.5,95,10,16,5,27,9,SE26 6WR
Lewisham 033A,Sydenham,655000,39460,20,67,3,9.5,49,46,1693,0.18,9608,468,21.2,93,5,10,9,30,10,SE26 4LQ
Lewisham 033B,Sydenham,430000,34530,5,55,3,13.2,47,54,1638,0.26,6315,454,114.3,97,10,11,12,40,10,SE26 6XY
Lewisham 033C,Sydenham,327500,35820,18,62,3,17.6,49,50,1534,0.16,9734,478,17.7,95,10,10,6,30,10,SE26 6HJ
Lewisham 033D,Sydenham,400000,37390,26,62,3,12.2,50,55,1594,0.2,7806,424,45.2,96,10,10,8,38,9,SE26 6NJ
Lewisham 035D,Sydenham,416400,37220,27,64,4,10.6,51,56,1564,0.13,12442,443,10.9,95,5,13,10,36,7,SE26 5RU
Lewisham 033E,Sydenham,390000,36300,19,120,3,12.2,49,45,2006,0.17,11814,323,10.1,101,6,10,7,21,7,SE26 4NL
Lewisham 035E,Sydenham,430000,38030,7,62,3,10.8,51,52,1494,0.12,12747,388,14,91,7,16,9,31,7,SE26 5ES
Lewisham 010A,Telegraph Hill,370000,32620,8,68,3,8.3,35,44,1523,0.13,12087,443,38.3,98,5,10,7,16,9,SE4 2BN
Lewisham 010B,Telegraph Hill,295000,33790,7,47,3,5.9,38,46,1751,0.13,13235,350,51.9,96,5,10,5,13,5,SE4 2LJ
Lewisham 006A,Telegraph Hill,360000,32570,7,78,2,12.6,25,41,1921,0.14,13663,458,28.2,121,5,10,5,16,5,SE14 5SY
Lewisham 006B,Telegraph Hill,457500,37620,10,56,2,10.2,27,37,1868,0.15,12495,451,14.8,113,5,11,6,16,7,SE14 5TG
Lewisham 006C,Telegraph Hill,540000,39480,21,93,2,9.1,26,37,1891,0.18,10806,454,2.6,111,9,10,9,14,6,SE14 5PT
Lewisham 006D,Telegraph Hill,857500,41250,14,65,2,7.9,29,42,1569,0.18,8611,465,30.4,101,5,10,10,15,7,SE14 5NP
Lewisham 010C,Telegraph Hill,491000,39500,20,61,2,5.4,34,41,1758,0.16,10752,490,28.8,102,6,6,10,18,9,SE4 2PR
Lewisham 006E,Telegraph Hill,520000,38930,17,70,2,8.7,29,41,1413,0.13,11152,490,17.1,106,5,9,9,12,5,SE14 5LT
Lewisham 010D,Telegraph Hill,535000,39690,13,64,2,8.3,30,40,1859,0.19,9899,436,50.6,104,8,7,5,17,5,SE14 5NJ
Lewisham 010E,Telegraph Hill,394000,39270,20,55,2,6.9,35,38,1900,0.16,11853,420,23.7,102,5,7,9,19,7,SE4 2PG
Lewisham 026A,Whitefoot,380000,33540,11,80,4,11.8,54,70,1577,0.35,4556,379,156.8,94,10,10,10,30,7,BR1 5HD
Lewisham 030A,Whitefoot,260000,30860,5,86,3,8.9,51,69,1753,0.14,12276,447,23.3,88,5,10,5,42,7,SE6 1RW
Lewisham 030B,Whitefoot,410000,34060,12,90,4,14.1,53,74,1639,0.32,5070,470,136.3,92,7,6,5,26,7,BR1 4TR
Lewisham 026B,Whitefoot,318750,33280,8,57,4,7.2,58,62,1456,0.14,10597,392,12.1,90,7,7,7,27,6,BR1 5JJ
Lewisham 030C,Whitefoot,362500,32820,5,73,3,9.1,50,67,1328,0.24,5485,444,64.5,88,8,10,9,35,6,SE6 1TU
Lewisham 026C,Whitefoot,330000,32450,15,84,4,14.3,55,71,1505,0.18,8197,427,44.1,91,7,7,8,30,6,BR1 5EU
Lewisham 030D,Whitefoot,478000,34150,21,87,4,19,49,76,2162,0.22,9682,382,22.3,97,10,8,5,19,7,SE6 2RL
Lewisham 030E,Whitefoot,398750,35950,12,114,4,14.3,51,78,1938,0.26,7491,469,20.7,93,6,6,6,37,6,BR1 5RD
Lewisham 026D,Whitefoot,257000,36090,27,51,3,10,47,58,1835,0.37,5011,485,138.9,93,9,10,9,17,8,SE6 1JA
Merton 009A,Abbey,475000,46880,42,52,4,7.6,49,39,1567,0.14,11043,610,4.4,110,5,10,10,14,5,SW19 3BJ
Merton 009B,Abbey,772500,48880,14,61,4,12,49,41,1795,0.46,3911,519,133.5,97,7,12,10,20,6,SW19 1LA
Merton 012A,Abbey,372500,33590,16,84,3,10.2,47,43,1760,0.33,5308,492,55,104,5,10,6,14,5,SW19 2FD
Merton 009C,Abbey,440000,48420,27,102,3,9.6,51,45,1871,0.15,12197,421,7.3,99,5,12,10,18,6,SW19 1PG
Merton 006A,Abbey,610000,41530,21,62,3,13.9,46,40,1790,0.17,10554,398,11.2,103,5,13,5,11,6,SW19 1DH
Merton 006B,Abbey,645000,46700,28,65,3,9.1,48,37,1779,0.14,12948,467,1.3,108,7,10,7,12,5,SW19 1EQ
Merton 015A,Cannon Hill,595000,42910,24,39,3,14.1,55,54,1683,0.21,7999,471,8.5,95,8,11,10,20,5,SW20 9JP
Merton 021A,Cannon Hill,554500,42300,16,26,4,16.1,59,53,1311,0.42,3089,546,194.5,88,9,12,7,29,7,SM4 4EP
Merton 021B,Cannon Hill,515000,41560,18,24,4,18.4,60,53,1601,0.46,3457,449,243.5,87,7,17,10,30,10,SM4 4HA
Merton 021C,Cannon Hill,500000,41190,17,18,3,19,63,59,1705,0.22,7743,569,10,90,10,17,11,35,9,SW20 9EF
Merton 021D,Cannon Hill,565000,42360,13,27,4,18.4,58,46,1420,0.34,4231,533,100.5,90,6,12,10,27,9,SM4 4AE
Merton 016A,Cannon Hill,486500,39330,18,72,3,14.4,55,51,1576,0.57,2764,432,332.7,93,6,11,11,29,5,SW20 8TE
Merton 005A,Colliers Wood,410000,40020,31,150,3,14.7,47,41,2370,0.47,5065,575,120.6,103,7,13,8,16,5,SW19 2EQ
Merton 008A,Colliers Wood,440000,35880,16,49,3,12.8,48,46,1594,0.15,10741,411,10.3,92,10,19,10,17,6,CR4 3LP
Merton 005B,Colliers Wood,435000,39760,22,30,3,7.8,43,40,1693,0.09,18107,476,4.1,95,6,12,5,11,6,SW19 2BZ
Merton 005C,Colliers Wood,403000,39010,33,53,3,8,43,40,2012,0.15,13159,480,10.4,109,7,11,5,10,5,SW17 9DG
Merton 005D,Colliers Wood,547500,40680,26,35,3,11.9,45,44,1541,0.12,12736,310,0,95,8,12,6,12,5,SW17 9DR
Merton 008B,Colliers Wood,325500,34700,12,65,3,7.9,46,48,1576,0.13,12361,508,4.5,94,11,16,10,18,5,SW17 9HS
Merton 018A,Cricket Green,322000,28000,5,69,3,9.1,54,51,1511,0.17,8831,466,38.9,92,8,14,7,26,5,CR4 3QD
Merton 022A,Cricket Green,268000,32120,44,95,4,16.5,54,58,1632,0.33,4891,510,132.8,102,5,11,9,20,5,CR4 4EQ
Merton 022B,Cricket Green,379750,33460,14,137,4,19.6,54,54,1700,1.83,930,623,1123.4,94,8,10,8,21,6,CR4 4HB
Merton 012B,Cricket Green,375000,30930,5,44,4,11.3,53,51,1586,0.2,8088,440,48.8,90,5,19,5,25,9,SW19 2SX
Merton 012C,Cricket Green,229000,28570,6,48,3,6.7,52,50,1569,0.11,14316,429,31.8,89,6,20,6,26,8,CR4 3PG
Merton 018B,Cricket Green,370000,31930,17,57,3,11,54,54,2112,0.22,9429,463,43.3,92,5,12,5,24,6,CR4 3DJ
Merton 018C,Cricket Green,280000,28830,15,83,3,15.3,52,55,1897,0.14,14021,450,17.2,100,7,11,8,18,5,CR4 3AJ
Merton 011A,Dundonald,550000,47210,31,28,3,13.1,54,49,1632,0.23,7124,484,44,97,5,10,10,30,6,SW20 8JP
Merton 016B,Dundonald,630000,44470,31,45,4,12.5,59,50,1484,0.15,9599,451,6,104,9,8,7,35,5,SW20 8EN
Merton 011B,Dundonald,650000,47030,35,28,3,12.5,58,49,1527,0.17,9249,562,15.3,97,9,10,10,34,7,SW20 8EF
Merton 009D,Dundonald,897250,50960,22,240,3,8,54,43,1614,0.25,6433,528,8.5,104,5,10,10,16,6,SW19 3SB
Merton 009E,Dundonald,697475,52180,34,30,3,10,51,47,1526,0.15,9961,635,7.5,107,6,10,10,20,6,SW19 3SH
Merton 011C,Dundonald,865000,50960,16,22,3,10,53,52,1595,0.2,8039,507,38.1,94,7,9,9,24,9,SW19 3PX
Merton 013A,Figge's Marsh,393750,33250,10,33,3,11.2,51,47,2172,0.16,13686,478,26.1,97,5,12,5,21,8,CR4 2LT
Merton 014A,Figge's Marsh,305000,30930,20,71,3,11.4,55,47,1929,0.23,8300,432,80.9,100,8,8,8,27,5,CR4 1GF
Merton 013B,Figge's Marsh,301000,32770,8,93,3,17.5,51,54,1498,0.15,10218,490,7.2,103,5,14,7,18,5,CR4 2PH
Merton 013C,Figge's Marsh,367750,33100,14,117,3,10.8,50,52,1699,0.18,9219,463,19.1,107,6,14,10,21,6,CR4 2PA
Merton 018D,Figge's Marsh,247000,27780,9,123,3,5.9,49,52,1703,0.09,18531,461,15.4,115,5,10,9,16,5,CR4 3HA
Merton 014B,Figge's Marsh,365000,29630,2,69,3,8.3,55,47,1309,0.09,15081,496,15.8,95,7,7,10,36,8,CR4 1DG
Merton 013D,Figge's Marsh,365000,34050,11,61,3,9.1,50,50,1306,0.24,5397,539,106.4,101,5,12,7,20,9,CR4 2NJ
Merton 008C,Graveney,413790,35640,18,69,3,5.6,47,52,1634,0.08,21193,512,0.2,102,10,14,10,17,5,CR4 2BN
Merton 007A,Graveney,500000,34580,26,84,3,14.3,49,55,1976,0.16,12335,538,6.3,95,8,12,10,18,5,CR4 2DA
Merton 007B,Graveney,467500,36090,14,63,3,13.5,49,55,1457,0.22,6752,528,11.6,93,6,10,10,26,6,CR4 2XF
Merton 007C,Graveney,597500,37390,20,34,3,12.5,45,47,1659,0.1,17426,475,0.2,97,5,7,10,14,7,SW17 9EE
Merton 007D,Graveney,515000,35950,23,60,3,12.8,46,48,1524,0.13,12095,508,18.4,95,5,6,10,17,6,SW17 9EJ
Merton 007E,Graveney,475000,36690,15,43,3,12.2,47,50,1806,0.21,8629,516,45.4,95,9,10,10,25,6,SW16 6NX
Merton 011D,Hillside,505000,46880,23,34,3,11,58,49,1347,0.13,10322,575,20.6,98,8,10,10,24,5,SW20 8PX
Merton 003A,Hillside,580000,49690,18,74,3,8.9,54,50,1553,0.18,8528,449,13.6,100,10,11,7,10,5,SW19 7AP
Merton 004A,Hillside,795000,50510,15,111,3,13.7,54,49,1348,0.18,7510,458,29.5,97,10,11,10,11,6,SW19 7DA
Merton 004B,Hillside,1312500,52740,14,76,3,15.8,55,44,1595,0.23,7020,512,12.1,98,10,10,6,15,5,SW19 4EJ
Merton 004C,Hillside,950000,50560,22,37,3,21.9,56,45,1534,0.25,6107,660,19.9,95,10,7,7,21,6,SW19 4NX
Merton 004D,Hillside,537000,48360,18,27,3,19.2,54,53,1659,0.21,7760,247,33.6,94,10,8,9,24,6,SW19 4NT
Merton 018E,Lavender Fields,375000,31160,13,86,3,12.6,50,53,1937,0.28,6866,410,48.8,94,5,10,5,21,6,CR4 3GE
Merton 008D,Lavender Fields,460000,34340,11,46,3,4.2,49,45,1577,0.19,8309,483,51.8,91,13,18,12,19,11,CR4 3RE
Merton 008E,Lavender Fields,304250,35750,22,46,3,6.3,50,45,1853,0.2,9354,609,47.4,97,12,15,11,24,9,CR4 3RY
Merton 012D,Lavender Fields,372475,36040,32,45,3,9.5,47,44,1857,0.16,11753,513,23.5,93,8,18,8,23,10,SW19 2FE
Merton 013E,Lavender Fields,408000,32450,3,61,3,11.1,49,50,1744,0.23,7751,501,43.6,96,10,10,5,13,8,CR4 3JW
Merton 012E,Lavender Fields,256250,33130,10,49,3,9.3,49,49,1622,0.13,12812,427,8.3,94,8,13,8,25,9,CR4 3RA
Merton 014C,Longthornton,362500,33880,17,47,3,10,52,48,1854,0.21,8875,495,59.7,95,10,11,10,35,9,SW16 5HP
Merton 014D,Longthornton,320000,33020,13,38,3,9.2,55,48,1656,0.21,7942,508,53.9,95,6,11,10,37,7,CR4 1AL
Merton 017A,Longthornton,368000,35490,25,66,3,11.6,54,55,2043,0.3,6781,479,54.3,91,5,7,5,40,5,SW16 5EZ
Merton 017B,Longthornton,445000,35390,12,53,3,14.3,54,54,1616,0.22,7224,479,118.7,92,8,9,9,40,9,SW16 4TT
Merton 017C,Longthornton,400000,35950,24,44,3,14.1,56,54,1882,0.22,8645,571,52.2,95,8,8,9,39,9,CR4 1ES
Merton 017D,Longthornton,403500,35630,18,39,3,15.3,55,52,1535,0.32,4779,535,142.2,93,9,14,5,40,10,CR4 1DD
Merton 025A,Lower Morden,440000,38560,22,26,4,20,56,55,1547,0.3,5153,473,47.9,91,7,18,10,31,10,SM4 4SE
Merton 025B,Lower Morden,447500,38470,13,18,4,16.7,59,57,1417,0.15,9397,530,0.8,88,8,24,11,42,9,SM4 4QW
Merton 025C,Lower Morden,407500,38370,20,34,4,15.7,58,55,1818,0.6,3008,478,340.8,85,9,22,11,42,10,SM4 4RB
Merton 025D,Lower Morden,412500,38580,16,34,4,13,59,56,1318,0.19,6897,559,25,87,11,21,12,44,10,SM4 4RP
Merton 021E,Lower Morden,355000,39140,18,42,4,17.4,58,54,1651,0.27,6032,486,80.5,93,5,11,11,34,8,SW20 9HJ
Merton 025E,Lower Morden,414500,39130,24,57,4,18,59,55,1377,0.29,4788,503,117.9,93,5,19,10,34,6,SM4 4QD
Merton 011E,Merton Park,525000,45990,31,79,3,11.7,53,50,1602,0.21,7724,522,33.7,98,8,5,5,28,5,SW20 9AE
Merton 015B,Merton Park,830000,50220,19,47,4,22.5,53,48,1538,0.3,5163,551,31,93,6,13,8,25,10,SW19 3HB
Merton 015C,Merton Park,752500,48810,12,57,4,17.3,55,54,1430,0.27,5277,547,24.2,90,5,13,10,22,9,SW20 9AF
Merton 015D,Merton Park,632500,45410,20,49,4,19.1,53,43,1700,0.39,4319,551,119.9,98,8,12,6,16,9,SW19 3BZ
Merton 023A,Merton Park,390500,37180,16,132,4,14.7,52,40,1857,0.35,5375,500,57.8,104,8,13,9,16,5,SM4 5DR
Merton 015E,Merton Park,450000,47150,23,51,4,15.4,52,50,1471,0.3,4871,569,86.2,98,7,10,7,26,7,SW19 3JW
Merton 019A,Pollards Hill,406500,34620,14,54,4,10.9,61,61,1452,0.15,9490,577,9.3,91,7,8,8,40,6,CR4 1LE
Merton 019B,Pollards Hill,282500,29790,6,95,3,7.8,57,61,1489,0.12,12336,471,41.8,95,7,8,7,40,5,CR4 1XG
Merton 019C,Pollards Hill,356500,31120,10,84,3,8.3,57,60,1542,0.13,12238,465,5.8,91,10,11,10,42,5,CR4 1QP
Merton 019D,Pollards Hill,378000,30850,9,58,3,9.4,57,59,1523,0.49,3135,501,323.6,90,9,10,9,40,5,CR4 1PY
Merton 019E,Pollards Hill,333000,32380,16,80,3,15.4,59,55,1592,0.27,5806,493,102.4,95,5,5,5,37,5,CR4 1PF
Merton 017E,Pollards Hill,405000,35370,12,42,3,12.6,57,58,1546,0.18,8700,533,23.3,96,5,10,7,39,9,CR4 1NE
Merton 014E,Pollards Hill,320000,34140,23,60,3,13.9,56,54,1757,0.82,2138,526,626,96,10,11,10,36,10,CR4 1DF
Merton 023B,Ravensbury,390000,32810,12,50,4,12.2,56,49,1580,0.22,7301,472,57.4,92,10,10,10,12,6,SM4 6DR
Merton 022C,Ravensbury,345000,34600,22,70,4,22.7,57,53,1868,0.39,4781,470,86.6,92,10,7,9,19,6,SM4 6AF
Merton 024A,Ravensbury,385000,31670,17,53,4,13.1,57,52,1669,0.19,8616,484,26.8,96,5,10,7,10,5,SM4 6HE
Merton 023C,Ravensbury,400000,32840,17,134,4,8.3,53,46,1405,0.36,3868,431,153.9,104,7,10,6,11,5,SM4 6DB
Merton 022D,Ravensbury,285000,33050,13,58,4,12.6,55,50,1557,0.46,3420,494,227.4,94,10,11,6,24,7,CR4 4DN
Merton 022E,Ravensbury,330250,32690,20,64,4,16.9,55,60,1848,0.22,8438,509,76.2,94,8,11,10,20,5,CR4 4BB
Merton 010A,Raynes Park,754500,52620,22,28,4,19.9,54,54,1621,0.25,6476,519,11.3,93,6,5,9,29,5,SW20 0RX
Merton 010B,Raynes Park,997500,54770,18,26,4,15.2,56,54,1598,0.22,7214,622,3.4,89,6,9,5,28,5,SW20 0SN
Merton 010C,Raynes Park,552500,49980,20,32,4,14.7,55,53,1583,0.26,6005,455,34.9,90,9,10,9,32,9,SW20 0SB
Merton 010D,Raynes Park,690000,49900,20,39,4,18.8,61,50,1710,0.48,3589,522,189.1,95,8,10,10,25,9,SW20 0QT
Merton 016C,Raynes Park,403750,41290,29,100,4,12.3,57,48,1747,0.24,7307,479,37.8,98,8,8,6,28,5,SW20 8RR
Merton 016D,Raynes Park,393000,37120,18,96,4,13,63,54,1570,0.4,3903,478,148.2,101,6,7,9,17,9,SW20 0JJ
Merton 023D,St Helier,352000,32780,29,46,4,11,54,47,2015,0.2,10075,514,66.2,92,8,13,8,20,7,SM4 5RY
Merton 024B,St Helier,428500,33800,24,40,4,15.7,55,50,1782,0.3,5944,515,96.4,91,5,14,6,14,5,SM4 5RQ
Merton 024C,St Helier,388000,32540,21,64,4,12.7,57,52,1645,0.23,7288,469,44,91,8,10,5,11,5,SM4 6PN
Merton 024D,St Helier,450750,35930,16,64,4,21.2,56,52,1624,0.57,2836,493,395.1,89,9,13,10,18,8,SM4 5QH
Merton 024E,St Helier,325000,32050,17,67,4,17.4,59,59,2071,0.34,6116,447,93.6,90,8,13,10,10,5,SM4 6DZ
Merton 023E,St Helier,440000,33130,15,44,4,12.1,53,46,1712,0.21,8323,472,43.7,94,5,13,6,15,6,SM4 5RT
Merton 003B,Trinity,895000,48560,19,38,3,14,54,47,1387,0.16,8834,535,16.5,96,6,14,8,13,7,SW19 8LJ
Merton 005E,Trinity,412500,43080,26,47,3,6.8,48,43,1684,0.21,7940,514,75.7,94,6,21,9,19,10,SW19 1TP
Merton 003C,Trinity,490000,47580,21,333,3,8.1,51,44,1619,0.24,6788,544,26.1,97,7,11,5,16,5,SW19 1RX
Merton 006C,Trinity,915000,50730,25,29,3,9.2,50,43,1654,0.14,11747,436,6.3,92,5,14,9,16,6,SW19 1EL
Merton 006D,Trinity,740000,48280,29,31,3,9.3,50,50,1571,0.14,11484,474,1.6,96,7,15,10,17,5,SW19 8SN
Merton 006E,Trinity,515000,42230,21,52,3,11.6,50,43,2142,0.19,11315,469,41.4,96,6,16,6,19,5,SW19 1AA
Merton 002A,Village,1042500,61790,20,91,3,21.3,49,53,1492,3.55,420,724,3148.5,89,11,10,7,16,7,SW19 5AP
Merton 004E,Village,1132500,54000,14,88,3,14.9,50,50,1435,0.27,5268,534,5.3,99,8,8,5,12,5,KT3 4TQ
Merton 002B,Village,1076500,57290,24,34,4,21,50,62,1404,0.44,3178,0,61,92,12,11,12,27,10,SW19 4TY
Merton 010E,Village,1425000,60070,50,35,4,17.1,56,56,1316,0.54,2423,537,174.2,94,6,10,10,27,6,SW20 0RW
Merton 002C,Village,1445000,59030,18,70,3,23.2,46,54,1340,0.79,1696,468,336.9,92,10,12,8,10,9,SW19 5RS
Merton 002D,Village,2525000,70970,19,65,3,17.8,49,58,1214,0.62,1957,562,78.2,92,8,9,9,17,9,SW19 5EN
Merton 020A,West Barnes,590000,44710,20,34,4,18.1,61,56,1713,0.24,7228,462,43,93,8,11,6,37,10,SW20 9AN
Merton 020B,West Barnes,685000,45190,26,27,4,18.5,60,53,1723,0.39,4384,537,248.7,92,7,11,5,37,9,SW20 9BE
Merton 020C,West Barnes,575000,44710,20,47,4,15.3,64,53,1647,0.47,3536,523,186.1,87,7,10,6,32,9,KT3 6AP
Merton 020D,West Barnes,442500,39610,20,103,4,10.5,61,54,1615,0.29,5480,467,57.1,101,9,10,10,20,5,KT3 4PQ
Merton 020E,West Barnes,373000,42100,25,43,4,13.5,62,52,1723,0.26,6744,508,19.1,100,7,10,10,23,5,KT3 6QD
Merton 016E,West Barnes,670000,42330,22,84,4,18.8,63,53,1651,0.31,5410,501,55.2,97,8,7,8,29,5,KT3 4PJ
Merton 001A,Wimbledon Park,1037500,53930,22,33,3,9.8,47,52,1245,0.09,13711,617,3.1,100,9,11,10,25,5,SW19 8AZ
Merton 001B,Wimbledon Park,997500,51360,18,48,3,10.7,46,48,1276,0.21,6212,534,40.3,99,9,12,7,21,5,SW19 8AF
Merton 001C,Wimbledon Park,2161250,61990,10,41,3,10.4,51,51,1352,0.6,2246,688,177.6,92,10,11,5,17,7,SW19 7HY
Merton 001D,Wimbledon Park,450250,43650,36,78,3,9.6,47,48,2717,0.72,3795,492,152.2,101,10,11,9,11,7,SW19 8AJ
